Title,abstract,Authors,Keywords,publication year,doi link,pretreatment category,pretreatment type,pretreatment detail,substrate category,substrate name,substrate type,TS %,VS %,Tc %,Tn %,C/N,Cellulose %,hemi cellulose %,Lignin %
"Analysis of energy return on investment of dry anaerobic digestion for low water alperujo with oxidative, thermal and alkaline pretreatments","Anaerobic digestion processes for biogas generation using alperujo have been the subject of intensive studies suggesting that phenolic compounds act as microbial inhibitors in anaerobic digestion. Pretreatments are needed to reduce the effects of phenolic compounds and improve biogas production, especially for dry anaerobic digestion. However, industrial-scale implementation of these pretreatments is challenging, and it is unclear whether the improvement in biogas production justifies the energy expended on pretreatment. This study examines the energy analysis of dry anaerobic digestion and three alternative pretreatments: alkaline, oxidative and thermal. Results indicate that thermal pretreatment at 80 degrees C with added water reduces phenolic compounds in alperujo by 35.4%. Meanwhile, pretreated with hydrogen peroxide in alkaline medium had the highest methane productivity (205 mL CH4/g(VS)). Even so, thermal pretreatment was only one with an energy return on investment greater than 1, signifying the necessity for energy analysis to ensure the viability of pretreatment processes.","Gil, RM; Groff, MC; Kuchen, B; Gil, DG; Fernández, MC; Vazquez, F",alperujo; dry anaerobic digestion; EROI; green methane; pretreatments,2024,http://dx.doi.org/10.1111/wej.12914,Chemical,oxidation,h2o2,food industry organic waste,olive pomace,,,,,,,,,
"Analysis of energy return on investment of dry anaerobic digestion for low water alperujo with oxidative, thermal and alkaline pretreatments","Anaerobic digestion processes for biogas generation using alperujo have been the subject of intensive studies suggesting that phenolic compounds act as microbial inhibitors in anaerobic digestion. Pretreatments are needed to reduce the effects of phenolic compounds and improve biogas production, especially for dry anaerobic digestion. However, industrial-scale implementation of these pretreatments is challenging, and it is unclear whether the improvement in biogas production justifies the energy expended on pretreatment. This study examines the energy analysis of dry anaerobic digestion and three alternative pretreatments: alkaline, oxidative and thermal. Results indicate that thermal pretreatment at 80 degrees C with added water reduces phenolic compounds in alperujo by 35.4%. Meanwhile, pretreated with hydrogen peroxide in alkaline medium had the highest methane productivity (205 mL CH4/g(VS)). Even so, thermal pretreatment was only one with an energy return on investment greater than 1, signifying the necessity for energy analysis to ensure the viability of pretreatment processes.","Gil, RM; Groff, MC; Kuchen, B; Gil, DG; Fernández, MC; Vazquez, F",alperujo; dry anaerobic digestion; EROI; green methane; pretreatments,2024,http://dx.doi.org/10.1111/wej.12914,Physical,thermal,,food industry organic waste,olive pomace,,,,,,,,,
"Analysis of energy return on investment of dry anaerobic digestion for low water alperujo with oxidative, thermal and alkaline pretreatments","Anaerobic digestion processes for biogas generation using alperujo have been the subject of intensive studies suggesting that phenolic compounds act as microbial inhibitors in anaerobic digestion. Pretreatments are needed to reduce the effects of phenolic compounds and improve biogas production, especially for dry anaerobic digestion. However, industrial-scale implementation of these pretreatments is challenging, and it is unclear whether the improvement in biogas production justifies the energy expended on pretreatment. This study examines the energy analysis of dry anaerobic digestion and three alternative pretreatments: alkaline, oxidative and thermal. Results indicate that thermal pretreatment at 80 degrees C with added water reduces phenolic compounds in alperujo by 35.4%. Meanwhile, pretreated with hydrogen peroxide in alkaline medium had the highest methane productivity (205 mL CH4/g(VS)). Even so, thermal pretreatment was only one with an energy return on investment greater than 1, signifying the necessity for energy analysis to ensure the viability of pretreatment processes.","Gil, RM; Groff, MC; Kuchen, B; Gil, DG; Fernández, MC; Vazquez, F",alperujo; dry anaerobic digestion; EROI; green methane; pretreatments,2024,http://dx.doi.org/10.1111/wej.12914,Chemical,alkaline,NaOH,food industry organic waste,olive pomace,,,,,,,,,
Enhancing anaerobic digestion of dewatered sewage sludge through thermal hydrolysis pretreatment: Performance evaluation and microbial community analysis,"This study explored the effectiveness of thermal hydrolysis (TH) in conditioning dewatered sewage sludge (DSS) for enhanced anaerobic digestion (AD). The TH pretreatment employed in this study (30 min at 170 degrees C and 6 bar) significantly improved the bioavailability of DSS. The degree of solubilization varied with the physicochemical characteristics of DSS collected over three seasons: 16.8-24.8% on a volatile solids (VS) basis and 9.4-33.7% on a chemical oxygen demand (COD) basis. Correspondingly, the dissolved fraction of VS in DSS increased by 2.1-3.4-fold, and the soluble fraction of COD rose by 1.4-2.9-fold. The duplicate anaerobic reactors treating the TH-pretreated DSS did not achieve steady-state operation at the intended design organic loading rate (OLR) of 3.8 g VS/L center dot d, but showed stable performance at an OLR of 3.4 g VS/L center dot d with significantly higher methane yield (0.26-0.29 L/g VS fed) and VS removal (35-38%) than those reported for untreated DSS and comparable to TH-pretreated DSS. The reactors' microbial community structures changed dynamically as the OLR varied, with shifts in dominance between acetoclastic and hydrogenotrophic methanogens. The results highlight the prom-ising potential of TH-AD process for efficiently treating DSS while emphasizing the importance of optimizing OLR for stable operation.","Kim, H; Choi, G; Lee, C",Anaerobic digestion; Dewatered sewage sludge; Pretreatment; Thermal hydrolysis,2024,http://dx.doi.org/10.1016/j.jwpe.2023.104617,Physical,thermal,hydrothermal,activated sludge,mixed sludge,,,,,,,,,
Effect of nanoparticles as additive for enhancing the bio methane yield in copretreated lignocellulosic biomass under solid state anaerobic co-digestion for sustainable bioeconomy in India,"Nano additives act as cofactors and enzymes in enhancing the microbial activity for conversion of organic matter into methane, leading to increased biogas production. This study focusses on the combined impact of thermal and alkaline pretreatment of substrates followed by application of nanoparticles at different dosage of 0, 3, 5 and 7 mg/kg of solid substrates on a blend of substrates to utilize organic content of biomass for enhanced biogas production and promoting waste -to -energy for a clean environment. Biomethane potential tests were performed at thermophilic conditions (55 C-degrees +/- 0.5) in batch bottles using pearl millet straw, sugarcane bagasse and food waste for 15 day's retention period. The coupled pretreatment showed 2 -fold increment in lignin removal and nanoparticles enhanced generation of biogas up to 60 % when compared with untreated substrates. The biogas produced from pearl millet straw and sugarcane bagasse were observed to be 92 mL/gTS and 84 mL/gTS respectively. However, methanogenesis stage was inhibited at higher dose of 7 mg/kg solid substrate. The biogas yield from Ca(OH)2 treated biomass was 5 % higher than KOH treated substrate. Ca(OH)2 treated pearl millet straw produced average methane content of 74 mL/gTS which was 10 % higher than sugarcane bagasse.","Verma, N; Upadhyay, A; Talwar, P; Singh, R; Mohamed, MAM; El-Abeid, SE; Ahmed, AY; El-Attar, AK; Kumar, V; Lindenberger, C; Pareek, N; Vivekanand, V",Coupled pretreatment; Lignocellulosic biomass; Pearl millet straw; Silver nanoparticles; Solid-state anaerobic digestion; Sugarcane bagasse,2024,http://dx.doi.org/10.1016/j.biombioe.2024.107069,Physical,thermal,,lignocellulose,sugarcane,bagasse,,,,,,,,
Effect of nanoparticles as additive for enhancing the bio methane yield in copretreated lignocellulosic biomass under solid state anaerobic co-digestion for sustainable bioeconomy in India,"Nano additives act as cofactors and enzymes in enhancing the microbial activity for conversion of organic matter into methane, leading to increased biogas production. This study focusses on the combined impact of thermal and alkaline pretreatment of substrates followed by application of nanoparticles at different dosage of 0, 3, 5 and 7 mg/kg of solid substrates on a blend of substrates to utilize organic content of biomass for enhanced biogas production and promoting waste -to -energy for a clean environment. Biomethane potential tests were performed at thermophilic conditions (55 C-degrees +/- 0.5) in batch bottles using pearl millet straw, sugarcane bagasse and food waste for 15 day's retention period. The coupled pretreatment showed 2 -fold increment in lignin removal and nanoparticles enhanced generation of biogas up to 60 % when compared with untreated substrates. The biogas produced from pearl millet straw and sugarcane bagasse were observed to be 92 mL/gTS and 84 mL/gTS respectively. However, methanogenesis stage was inhibited at higher dose of 7 mg/kg solid substrate. The biogas yield from Ca(OH)2 treated biomass was 5 % higher than KOH treated substrate. Ca(OH)2 treated pearl millet straw produced average methane content of 74 mL/gTS which was 10 % higher than sugarcane bagasse.","Verma, N; Upadhyay, A; Talwar, P; Singh, R; Mohamed, MAM; El-Abeid, SE; Ahmed, AY; El-Attar, AK; Kumar, V; Lindenberger, C; Pareek, N; Vivekanand, V",Coupled pretreatment; Lignocellulosic biomass; Pearl millet straw; Silver nanoparticles; Solid-state anaerobic digestion; Sugarcane bagasse,2024,http://dx.doi.org/10.1016/j.biombioe.2024.107069,Chemical,alkaline,KOH,lignocellulose,sugarcane,bagasse,,,,,,,,
Effect of nanoparticles as additive for enhancing the bio methane yield in copretreated lignocellulosic biomass under solid state anaerobic co-digestion for sustainable bioeconomy in India,"Nano additives act as cofactors and enzymes in enhancing the microbial activity for conversion of organic matter into methane, leading to increased biogas production. This study focusses on the combined impact of thermal and alkaline pretreatment of substrates followed by application of nanoparticles at different dosage of 0, 3, 5 and 7 mg/kg of solid substrates on a blend of substrates to utilize organic content of biomass for enhanced biogas production and promoting waste -to -energy for a clean environment. Biomethane potential tests were performed at thermophilic conditions (55 C-degrees +/- 0.5) in batch bottles using pearl millet straw, sugarcane bagasse and food waste for 15 day's retention period. The coupled pretreatment showed 2 -fold increment in lignin removal and nanoparticles enhanced generation of biogas up to 60 % when compared with untreated substrates. The biogas produced from pearl millet straw and sugarcane bagasse were observed to be 92 mL/gTS and 84 mL/gTS respectively. However, methanogenesis stage was inhibited at higher dose of 7 mg/kg solid substrate. The biogas yield from Ca(OH)2 treated biomass was 5 % higher than KOH treated substrate. Ca(OH)2 treated pearl millet straw produced average methane content of 74 mL/gTS which was 10 % higher than sugarcane bagasse.","Verma, N; Upadhyay, A; Talwar, P; Singh, R; Mohamed, MAM; El-Abeid, SE; Ahmed, AY; El-Attar, AK; Kumar, V; Lindenberger, C; Pareek, N; Vivekanand, V",Coupled pretreatment; Lignocellulosic biomass; Pearl millet straw; Silver nanoparticles; Solid-state anaerobic digestion; Sugarcane bagasse,2024,http://dx.doi.org/10.1016/j.biombioe.2024.107069,Chemical,alkaline,CaOH2,lignocellulose,sugarcane,bagasse,,,,,,,,
Effect of nanoparticles as additive for enhancing the bio methane yield in copretreated lignocellulosic biomass under solid state anaerobic co-digestion for sustainable bioeconomy in India,"Nano additives act as cofactors and enzymes in enhancing the microbial activity for conversion of organic matter into methane, leading to increased biogas production. This study focusses on the combined impact of thermal and alkaline pretreatment of substrates followed by application of nanoparticles at different dosage of 0, 3, 5 and 7 mg/kg of solid substrates on a blend of substrates to utilize organic content of biomass for enhanced biogas production and promoting waste -to -energy for a clean environment. Biomethane potential tests were performed at thermophilic conditions (55 C-degrees +/- 0.5) in batch bottles using pearl millet straw, sugarcane bagasse and food waste for 15 day's retention period. The coupled pretreatment showed 2 -fold increment in lignin removal and nanoparticles enhanced generation of biogas up to 60 % when compared with untreated substrates. The biogas produced from pearl millet straw and sugarcane bagasse were observed to be 92 mL/gTS and 84 mL/gTS respectively. However, methanogenesis stage was inhibited at higher dose of 7 mg/kg solid substrate. The biogas yield from Ca(OH)2 treated biomass was 5 % higher than KOH treated substrate. Ca(OH)2 treated pearl millet straw produced average methane content of 74 mL/gTS which was 10 % higher than sugarcane bagasse.","Verma, N; Upadhyay, A; Talwar, P; Singh, R; Mohamed, MAM; El-Abeid, SE; Ahmed, AY; El-Attar, AK; Kumar, V; Lindenberger, C; Pareek, N; Vivekanand, V",Coupled pretreatment; Lignocellulosic biomass; Pearl millet straw; Silver nanoparticles; Solid-state anaerobic digestion; Sugarcane bagasse,2024,http://dx.doi.org/10.1016/j.biombioe.2024.107069,Physical,thermal,,lignocellulose,millet,straw,,,,,,,,
Effect of nanoparticles as additive for enhancing the bio methane yield in copretreated lignocellulosic biomass under solid state anaerobic co-digestion for sustainable bioeconomy in India,"Nano additives act as cofactors and enzymes in enhancing the microbial activity for conversion of organic matter into methane, leading to increased biogas production. This study focusses on the combined impact of thermal and alkaline pretreatment of substrates followed by application of nanoparticles at different dosage of 0, 3, 5 and 7 mg/kg of solid substrates on a blend of substrates to utilize organic content of biomass for enhanced biogas production and promoting waste -to -energy for a clean environment. Biomethane potential tests were performed at thermophilic conditions (55 C-degrees +/- 0.5) in batch bottles using pearl millet straw, sugarcane bagasse and food waste for 15 day's retention period. The coupled pretreatment showed 2 -fold increment in lignin removal and nanoparticles enhanced generation of biogas up to 60 % when compared with untreated substrates. The biogas produced from pearl millet straw and sugarcane bagasse were observed to be 92 mL/gTS and 84 mL/gTS respectively. However, methanogenesis stage was inhibited at higher dose of 7 mg/kg solid substrate. The biogas yield from Ca(OH)2 treated biomass was 5 % higher than KOH treated substrate. Ca(OH)2 treated pearl millet straw produced average methane content of 74 mL/gTS which was 10 % higher than sugarcane bagasse.","Verma, N; Upadhyay, A; Talwar, P; Singh, R; Mohamed, MAM; El-Abeid, SE; Ahmed, AY; El-Attar, AK; Kumar, V; Lindenberger, C; Pareek, N; Vivekanand, V",Coupled pretreatment; Lignocellulosic biomass; Pearl millet straw; Silver nanoparticles; Solid-state anaerobic digestion; Sugarcane bagasse,2024,http://dx.doi.org/10.1016/j.biombioe.2024.107069,Chemical,alkaline,KOH,lignocellulose,millet,straw,,,,,,,,
Effect of nanoparticles as additive for enhancing the bio methane yield in copretreated lignocellulosic biomass under solid state anaerobic co-digestion for sustainable bioeconomy in India,"Nano additives act as cofactors and enzymes in enhancing the microbial activity for conversion of organic matter into methane, leading to increased biogas production. This study focusses on the combined impact of thermal and alkaline pretreatment of substrates followed by application of nanoparticles at different dosage of 0, 3, 5 and 7 mg/kg of solid substrates on a blend of substrates to utilize organic content of biomass for enhanced biogas production and promoting waste -to -energy for a clean environment. Biomethane potential tests were performed at thermophilic conditions (55 C-degrees +/- 0.5) in batch bottles using pearl millet straw, sugarcane bagasse and food waste for 15 day's retention period. The coupled pretreatment showed 2 -fold increment in lignin removal and nanoparticles enhanced generation of biogas up to 60 % when compared with untreated substrates. The biogas produced from pearl millet straw and sugarcane bagasse were observed to be 92 mL/gTS and 84 mL/gTS respectively. However, methanogenesis stage was inhibited at higher dose of 7 mg/kg solid substrate. The biogas yield from Ca(OH)2 treated biomass was 5 % higher than KOH treated substrate. Ca(OH)2 treated pearl millet straw produced average methane content of 74 mL/gTS which was 10 % higher than sugarcane bagasse.","Verma, N; Upadhyay, A; Talwar, P; Singh, R; Mohamed, MAM; El-Abeid, SE; Ahmed, AY; El-Attar, AK; Kumar, V; Lindenberger, C; Pareek, N; Vivekanand, V",Coupled pretreatment; Lignocellulosic biomass; Pearl millet straw; Silver nanoparticles; Solid-state anaerobic digestion; Sugarcane bagasse,2024,http://dx.doi.org/10.1016/j.biombioe.2024.107069,Chemical,alkaline,CaOH2,lignocellulose,millet,straw,,,,,,,,
Effect of nanoparticles as additive for enhancing the bio methane yield in copretreated lignocellulosic biomass under solid state anaerobic co-digestion for sustainable bioeconomy in India,"Nano additives act as cofactors and enzymes in enhancing the microbial activity for conversion of organic matter into methane, leading to increased biogas production. This study focusses on the combined impact of thermal and alkaline pretreatment of substrates followed by application of nanoparticles at different dosage of 0, 3, 5 and 7 mg/kg of solid substrates on a blend of substrates to utilize organic content of biomass for enhanced biogas production and promoting waste -to -energy for a clean environment. Biomethane potential tests were performed at thermophilic conditions (55 C-degrees +/- 0.5) in batch bottles using pearl millet straw, sugarcane bagasse and food waste for 15 day's retention period. The coupled pretreatment showed 2 -fold increment in lignin removal and nanoparticles enhanced generation of biogas up to 60 % when compared with untreated substrates. The biogas produced from pearl millet straw and sugarcane bagasse were observed to be 92 mL/gTS and 84 mL/gTS respectively. However, methanogenesis stage was inhibited at higher dose of 7 mg/kg solid substrate. The biogas yield from Ca(OH)2 treated biomass was 5 % higher than KOH treated substrate. Ca(OH)2 treated pearl millet straw produced average methane content of 74 mL/gTS which was 10 % higher than sugarcane bagasse.","Verma, N; Upadhyay, A; Talwar, P; Singh, R; Mohamed, MAM; El-Abeid, SE; Ahmed, AY; El-Attar, AK; Kumar, V; Lindenberger, C; Pareek, N; Vivekanand, V",Coupled pretreatment; Lignocellulosic biomass; Pearl millet straw; Silver nanoparticles; Solid-state anaerobic digestion; Sugarcane bagasse,2024,http://dx.doi.org/10.1016/j.biombioe.2024.107069,Physical,thermal,,food waste,market waste,,,,,,,,,
Effect of nanoparticles as additive for enhancing the bio methane yield in copretreated lignocellulosic biomass under solid state anaerobic co-digestion for sustainable bioeconomy in India,"Nano additives act as cofactors and enzymes in enhancing the microbial activity for conversion of organic matter into methane, leading to increased biogas production. This study focusses on the combined impact of thermal and alkaline pretreatment of substrates followed by application of nanoparticles at different dosage of 0, 3, 5 and 7 mg/kg of solid substrates on a blend of substrates to utilize organic content of biomass for enhanced biogas production and promoting waste -to -energy for a clean environment. Biomethane potential tests were performed at thermophilic conditions (55 C-degrees +/- 0.5) in batch bottles using pearl millet straw, sugarcane bagasse and food waste for 15 day's retention period. The coupled pretreatment showed 2 -fold increment in lignin removal and nanoparticles enhanced generation of biogas up to 60 % when compared with untreated substrates. The biogas produced from pearl millet straw and sugarcane bagasse were observed to be 92 mL/gTS and 84 mL/gTS respectively. However, methanogenesis stage was inhibited at higher dose of 7 mg/kg solid substrate. The biogas yield from Ca(OH)2 treated biomass was 5 % higher than KOH treated substrate. Ca(OH)2 treated pearl millet straw produced average methane content of 74 mL/gTS which was 10 % higher than sugarcane bagasse.","Verma, N; Upadhyay, A; Talwar, P; Singh, R; Mohamed, MAM; El-Abeid, SE; Ahmed, AY; El-Attar, AK; Kumar, V; Lindenberger, C; Pareek, N; Vivekanand, V",Coupled pretreatment; Lignocellulosic biomass; Pearl millet straw; Silver nanoparticles; Solid-state anaerobic digestion; Sugarcane bagasse,2024,http://dx.doi.org/10.1016/j.biombioe.2024.107069,Chemical,alkaline,KOH,food waste,market waste,,,,,,,,,
Effect of nanoparticles as additive for enhancing the bio methane yield in copretreated lignocellulosic biomass under solid state anaerobic co-digestion for sustainable bioeconomy in India,"Nano additives act as cofactors and enzymes in enhancing the microbial activity for conversion of organic matter into methane, leading to increased biogas production. This study focusses on the combined impact of thermal and alkaline pretreatment of substrates followed by application of nanoparticles at different dosage of 0, 3, 5 and 7 mg/kg of solid substrates on a blend of substrates to utilize organic content of biomass for enhanced biogas production and promoting waste -to -energy for a clean environment. Biomethane potential tests were performed at thermophilic conditions (55 C-degrees +/- 0.5) in batch bottles using pearl millet straw, sugarcane bagasse and food waste for 15 day's retention period. The coupled pretreatment showed 2 -fold increment in lignin removal and nanoparticles enhanced generation of biogas up to 60 % when compared with untreated substrates. The biogas produced from pearl millet straw and sugarcane bagasse were observed to be 92 mL/gTS and 84 mL/gTS respectively. However, methanogenesis stage was inhibited at higher dose of 7 mg/kg solid substrate. The biogas yield from Ca(OH)2 treated biomass was 5 % higher than KOH treated substrate. Ca(OH)2 treated pearl millet straw produced average methane content of 74 mL/gTS which was 10 % higher than sugarcane bagasse.","Verma, N; Upadhyay, A; Talwar, P; Singh, R; Mohamed, MAM; El-Abeid, SE; Ahmed, AY; El-Attar, AK; Kumar, V; Lindenberger, C; Pareek, N; Vivekanand, V",Coupled pretreatment; Lignocellulosic biomass; Pearl millet straw; Silver nanoparticles; Solid-state anaerobic digestion; Sugarcane bagasse,2024,http://dx.doi.org/10.1016/j.biombioe.2024.107069,Chemical,alkaline,CaOH2,food waste,market waste,,,,,,,,,
Carbon reduction trade-off between pretreatment and anaerobic digestion: A field study of an industrial-scale biogas plant,"matWith the implementation of municipal solid waste source segregation, the enormous sorted biogenic waste has become an issue that needs to be seriously considered. Anaerobic digestion, which can produce biogas and extract floating oil for biodiesel production, is the most prevalent treatment in China for waste management and greenhouse gas (GHG) emissions reduction, in accordance with Sustainable Development Goal 13 of the United Nations. Herein, a large-scale biogas plant with a capacity of 1000 tonnes of biogenic waste (400 tonnes of restaurant biogenic waste and 600 tonnes of kitchen biogenic waste) per day was investigated onsite using material flow analysis, and the parts of the biogas plant were thoroughly analyzed, especially the pretreatment system for biogenic waste impurity removal and homogenization. The results indicated that the loss of the total biodegradable organic matter was 41.8% (w/w) of daily feedstock and the loss of biogas potential was 18.8% (v/v) of daily feedstock. Life cycle assessment revealed that the 100-year GHG emissions were -61.2 kgCO(2)-eq per tonne biogenic waste. According to the sensitivity analysis, pretreatment efficiency, including biodegradable organic matter recovery and floating oil extraction, considerably affected carbon reduction potential. However, when the pretreatment efficiency deteriorated, GHG benefits of waste source segregation and the subsequent biogenic waste anaerobic digestion would be reduced.","Shi, ZC; He, PJ; Guo, J; Zou, JL; Peng, W; Zhang, H; Lue, F",Biogenic waste; Life cycle assessment; Anaerobic digestion; Pretreatment; Material flow analysis,2024,http://dx.doi.org/10.1016/j.envres.2024.118139,Physical,mechanical desintegration,,ofmsw,municipal solid waste,,,,,,,,,
Impact of Thermal Pretreatment on the Physicochemical Characteristics and Biomethane Yield Potential of Solid Slaughter Waste from High-Throughput Red Meat Abattoirs Valorized as a Potential Feedstock for Biogas Production,"Rapid urbanization worldwide results in high demand for meat products, which in turn result in high numbers of animals being slaughtered for human consumption to meet food security demands, especially in low-income countries such as South Africa. The waste produced during slaughtering can serve as feedstock for biogas production. This study aims to determine the impacts of pasteurization and sterilization pre-treatments on high-throughput red meat abattoir solid slaughter waste's physicochemical properties and biomethane yield when used as a feedstock for biogas production. Abattoir solid slaughter waste was collected from 45 high-throughput red meat abattoirs across South Africa and the various physicochemical properties were determined using standard methods, along with the impact of sterilization and pasteurization on red meat abattoir waste. Biomethane yield analysis was performed using AMPTS II with a hydraulic retention time of 40 days. Pasteurization and sterilization pretreatment was seen to increase physicochemical parameters such as pH, volatile solids, total solids, carbon, and nitrogen analyzed in all samples. Pasteurization and sterilization were also seen to increase biomethane yield, where methane production ranged from 610.67 Nml to 1756.30 Nml, 1592.20 Nml to 3319.30 Nml, and 949.57 Nml to 3297.87 Nml for untreated, sterilized, and pasteurized samples, respectively. There was no significant difference (p < 0.05) observed in the effect pasteurized and sterilized samples had on physicochemical properties and biomethane yield. It can be concluded that pasteurization and sterilization enhance the bioavailability of the physicochemical properties and biomethane yield of red meat solid slaughter waste when valorized as feedstock for biogas production.","Matjuda, DS; Tekere, M; Thaela-Chimuka, MJ",abattoir waste; anaerobic digestion; pig; cattle; sheep; thermal pretreatment; biomethane; physicochemical properties; sterilization; pasteurization,2024,http://dx.doi.org/10.3390/su16052150,Physical,thermal,,animal byproduct,slaughter waste,,,,,,,,,
Enhancement in anaerobic biogas conversion by visible light photocatalytic Pre-treatment of rice husk with indium vanadate decorated titanium dioxide nanocomposite,Production of biogas from crop wastes via the biological route is one of the most demanding and promising technologies for energy generation for sustainable development. The incorporation of photocatalytic pretreat-ment as a robust catalytic technique has been reported to enhance the overall efficiency of the anaerobic process. Rice husk has been pretreated using Indium Vanadate decorated Titania nanocomposite to enhance its biode-gradability for biogas production. Scanning electron microscopy confirmed the deformities and crevices that may support the role of the photocatalytic pretreatment in the subsequent anaerobic degradation process. FT-IR spectroscopy investigated the structural characteristics of pretreated and photolyzed rice husk samples. Gas chromatography was used to quantify the CH4 content of biogas yield after different treatments of rice husk. Photocatalytic pretreatment of rice husk showed 2.8 times higher cumulative biogas production than raw or untreated rice husk. Statistical analysis showed a significant difference between natural and pretreated rice husk biogas yield with a p-value of < 0.01. The results suggest that visible light active photocatalysis is an efficient pretreatment method that can facilitate the microbes to degrade the rigid rice husk for enhanced biogas pro-duction via the anaerobic digestion process.,"Rashid, J; Bhatti, TT; Hassan, M; Barakat, MA; Kumar, R; Xu, M",Anaerobic digestion; Biomass Pretreatment; InVO4; TiO2; Nanomaterials; Photocatalysis,2023,http://dx.doi.org/10.1016/j.fuel.2023.128289,Chemical,oxidation,photocatalysis,lignocellulose,rice,husk,,,,,,,,
Utilizing Coagulation and Methane Potential Tests to Assess the Efficiency of Slaughterhouse Wastewater Hydrolysis,"The meat industry's significant freshwater demand and the consequent generation of substantial wastewater require effective treatment methods. With a global increase in meat production, water consumption and wastewater generation are on the rise. Simultaneously, regulatory measures such as the Fit for 55 package aim to reduce greenhouse gas emissions and preserve water resources. In response, the meat industry must explore sustainable practices, including reduction of water consumption and biomethane production through wastewater treatment. This study focuses on assessing the impact of hydrolysis on methane potential (MP) in slaughterhouse wastewater. To gauge hydrolysis efficiency, an in-house coagulation-based method was developed, proposing a new approach by comparing coagulation and filtration. Coagulation proves superior in presenting COD values closer to actual levels with less variation. Monitoring progress at 22 degrees C and 35 degrees C, with a consistent pH of 9, tests were conducted over 1, 2, 3, and 5 days. Methane production post-hydrolysis ranged from 178.8 to 242.6 CH4 Nml/gCOD across tested cases, aligning with existing literature. Optimal conditions for increased methane potential involved a 5-day hydrolysis at 35 degrees C, demonstrating a 30% average boost in specific wastewater methane production. This study provides a valuable exploration of hydrolysis effects on methane potential, offering insights for sustainable wastewater management in the meat industry.","Sztefek, A; Cema, G; Surmacz-Górska, J",Anaerobic digestion; Biogas; Hydrolysis; Pretreatment; Methane potential; Slaughterhouse wastewater,2024,http://dx.doi.org/10.1007/s11270-024-07053-0,Process improvement,other,coagulation,animal byproduct,slaughter wastewater,,,,,,,,,
Effects of thermal pretreatment on the anaerobic digestion characteristics of fruit waste liquids,"Fruit waste is one of the main components of municipal waste. To study its potential and characteristics in anaerobic digestion, this study considered fruit waste and its waste liquid as raw materials, and investigated the influence of thermal pretreatment on the anaerobic digestion characteristics at a temperature of less than 35 +/- 1 degrees C. The anaerobic digestion materials were fruit waste liquid (group A1), fruit waste liquid after thermal pretreatment (group A2), and fruit slurry (group A3), and the materials of A2 and A3 mixed with the municipal sludge (groups A4 and A5, respectively) were also involved. The results showed that the thermal pretreatment increased the total gas production rate, where the waste liquid after the thermal pretreatment (A2) was the highest with 767.09 mL/gVS, which is 6.51% higher than A1, whereas it has no obvious influence on the total hydrogen production rate of waste liquid. Moreover, the addition of municipal sludge increased the total methane production rate of fruit waste and its liquid. After thermal pretreatment, the pH of fruit waste was 0.37 lower than the initial pH; the volatile fatty acids and soluble chemical oxygen demand content were both increased, which benefitted anaerobic digestion. In addition, the experimental data were verified by the modified Gompertz model. HIGHLIGHTS The thermal pretreatment increased the total gas production rate. Anaerobic digestion using fruit waste liquid decreased the anaerobic digestion period. Thermal pretreatment moderately reduced the pH of fermentation substances. The modified Gompertz model was used to fit the cumulative formation characteristics of biogas during anaerobic digestion.","Sun, HR; Wang, H; Zhang, XM; Cheng, WH; Li, XY",anaerobic digestion; fruit waste; hydrogen; methane; thermal pretreatment; waste liquid,2024,http://dx.doi.org/10.2166/wst.2024.388,Physical,thermal,,food waste,fruit,,,,,,,,,
Sodium disilicate pretreatment enhancing methane production from anaerobic digestion of waste activated sludge,"Improving the efficiency of digestion is a major focus of waste activated sludge (WAS) anaerobic digestion (AD) research. This study investigates the viability and mechanism of sodium disilicate (SD) in enhancing the digestive efficacy of WAS. Batch AD experiments for the sludges pretreated by varied amounts of SD were carried out, and the results revealed that a dosage of 90 mmol/L resulted in the highest methane yield (247.9 mL/g & sdot;VS), marking a 90.0 % increase compared to the raw sludge. Mechanistic investigations highlighted that SD pretreatment facilitated EPS degradation, cell lysis, and modulation of interfacial interaction energy, ultimately enhancing sludge disintegration and methane generation. Microbial community analysis unveiled an enrichment of crucial functional microorganisms associated with hydrolysis, acidification, and methanation. The heightened presence of acetotrophic and hydrogenotrophic methanogens significantly boosted methane production. Furthermore, metagenomic analysis corroborated that the SD pretreatment stimulated amino acid metabolism, energy metabolism (specifically ABC transporter proteins), and carbohydrate metabolism, thereby enhancing methanogenic activity through increased microbial metabolic activities and upregulated key enzyme expression. This research underscores the potential of SD-assisted pretreatment strategies in augmenting WAS digestion, introducing supplementary pretreatment avenues for optimizing anaerobic biotechnology.","Zhang, Y; Hu, SS; Li, JZ; Liu, M; Xu, LJ; Li, L; He, Q; Gu, L",Sodium disilicate; Waste activated sludge; Pretreatment; Anaerobic digestion; Metabolic pathways,2024,http://dx.doi.org/10.1016/j.cej.2024.154354,Process improvement,chelating,sodium disilicate,activated sludge,secondary sludge,,,,,,,,,
